FrontEnd-JavaScript-Vanilla JS,200
FrontEnd-JavaScript-React JS,80
FrontEnd-JavaScript-Angular JS,90
FrontEnd-JavaScript-CoffeScript,20
FrontEnd-JavaScript-jQuery,10
FrontEnd-ActionScript-Flash,10
FrontEnd-HTML 5-CSS,100
FrontEnd-HTML 5-Stylus,100
FrontEnd-HTML 5-Less,30
BackEnd-Node JS,70
BackEnd-Phyton,20
BackEnd-PHP,5
BackEnd-MySQL,5



